body,fake,source
" Iran nuclear row: Could UN sanctions return?   <a href=""https://www.indiatoday.in/world/story/iran-nuclear-row-could-un-sanctions-return-1564199-2019-07-08""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/IRAN-647x363.png?9ln_BdUPjY5rMQn7mk3cdhWlwvHGYP5D""> </a> Iran nuclear row: Could UN sanctions return?",0,India Today
,,
" Hardline Sri Lanka monk calls for Buddhist Sinhalese government   <a href=""https://www.indiatoday.in/world/story/sri-lanka-monk-buddhist-sinhalese-government-1564158-2019-07-07""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Capture_37-647x363.png?UAq9JG.ndIiLxUxcTZtB4mecDWTPip1B""> </a> Hardline Sri Lanka monk calls for Buddhist Sinhalese government",0,India Today
,,
" Indonesia issues tsunami warning after Molucca Sea quake   <a href=""https://www.indiatoday.in/world/story/indonesia-tsunami-molucca-sea-quake-1564129-2019-07-07""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/reutes-647x363.png?9ADCnT04ancAViESK_ovjxZq7xa_IG8d""> </a> Indonesia issues tsunami warning after Molucca Sea quake",0,India Today
,,
" Shaken by powerful South California earthquakes people take stock of damage   <a href=""https://www.indiatoday.in/world/story/shaken-by-powerful-south-california-earthquakes-people-take-stock-of-damage-1563892-2019-07-07""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/RTS2L858-647x363.jpeg?A1i5MRnHXxBhwwlBUQA_FnFYpp8941mq""> </a> Shaken by powerful South California earthquakes people take stock of damage",0,India Today
,,
" Pakistan court judge forced to convict father Nawaz Sharif, claims Maryam Nawaz; releases video   <a href=""https://www.indiatoday.in/world/story/pakistan-court-judge-forced-to-convict-father-nawaz-sharif-claims-maryam-nawaz-releases-video-1563890-2019-07-07""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/maryam-ani660-647x363.jpeg?5uAwYBltZR6a5x0F_ms4f4143d4hZG3E""> </a> Pakistan court judge forced to convict father Nawaz Sharif, claims Maryam Nawaz; releases video",0,India Today
,,
" Russian-led assault in Syria leaves over 500 civilians dead: Rights groups   <a href=""https://www.indiatoday.in/world/story/russian-led-assault-syria-500-civilians-dead-claim-rights-groups-rescuers-1563851-2019-07-07""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/russia_0-647x363.png?SM9Q.3d41MmMrH0gvgKOQxZnyhckbxDt""> </a> Russian-led assault in Syria leaves over 500 civilians dead: Rights groups",0,India Today
,,
" Iran reduces commitment to 2015 nuclear deal   <a href=""https://www.indiatoday.in/world/story/iran-reduces-commitment-to-2015-nuclear-deal-1563864-2019-07-07""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/irannn-647x363.png?5QNV_oryIcg9eBfy8apYyvnqanWFuvSx""> </a> Iran reduces commitment to 2015 nuclear deal",0,India Today
,,
" US welcomes Sudan power-sharing deal, calls it important step forward   <a href=""https://www.indiatoday.in/world/story/us-welcomes-sudan-power-sharing-deal-calls-it-important-step-forward-1563829-2019-07-07""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/sudan_protests-647x363.jpeg?.vyhjUmemo2os6Y43GMpspreppSJ8uV1""> </a> US welcomes Sudan power-sharing deal, calls it important step forward",0,India Today
,,
" Explosion in US pizza restaurant sends debris flying 45 metres   <a href=""https://www.indiatoday.in/world/story/explosion-in-us-pizza-restaurant-sends-debris-flying-45-metres-1563770-2019-07-07""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/pizza_restaurant_fire-647x363.jpeg?dAxc_GhchUPar3cuQo6Z1m3KDJfHZJO_""> </a> Explosion in US pizza restaurant sends debris flying 45 metres",0,India Today
,,
" Hungary: Death toll in Danube River boat crash rises to 27   <a href=""https://www.indiatoday.in/world/story/hungary-death-toll-danube-river-boat-crash-rises-27-1563533-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/800_1-647x363.jpeg?50gisc1xQqyVeCkaioAtFqCbsu2IKrVh""> </a> Hungary: Death toll in Danube River boat crash rises to 27",0,India Today
,,
" Wahhabism confronted: Sri Lanka curbs Saudi influence after bombings   <a href=""https://www.indiatoday.in/world/story/wahhabism-sri-lanka-curbs-saudi-bombings-1563528-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Capture_22-647x363.png?eG5OnPrpD_S4PH4BxOBoczbQ.wR4lAGK""> </a> Wahhabism confronted: Sri Lanka curbs Saudi influence after bombings",0,India Today
,,
" Australian student expelled from North Korea for committing spying acts, says local media   <a href=""https://www.indiatoday.in/world/story/australian-student-expelled-north-korea-committing-spying-acts-1563484-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Capture_20-647x363.png?GFx2pwR4QDQrtqpivlE_3Eyr_eKwH0Hj""> </a> Australian student expelled from North Korea for committing spying acts, says local media",0,India Today
,,
" US migrant child drawings depict jail-like scenes of detention   <a href=""https://www.indiatoday.in/world/story/migrant-child-drawings-depict-jail-like-scenes-of-detention-1563438-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/800__1_-647x363.jpeg?LuOuy8ZarGtoaXNh11f19aLfWJ09SSDE""> </a> US migrant child drawings depict jail-like scenes of detention",0,India Today
,,
" Sh*t happens: Phillippine cop's chilling rationale for killing 3-year-old in war on drugs   <a href=""https://www.indiatoday.in/world/story/phillippines-war-on-drugs-3-year-old-victim-1563426-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/phillippines_war_on_drugs_vict-647x363.jpeg?uaVsoWieaCjoRY.OIOCOwHHuJUwa8OIN""> </a> Sh*t happens: Phillippine cop's chilling rationale for killing 3-year-old in war on drugs",0,India Today
,,
" From Libya to Texas, nearly 71 million people were displaced around the world in 2018   <a href=""https://www.indiatoday.in/world/story/international-refugee-crisis-un-report-1563400-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/migrants-647x363.jpeg?yz8r7ZE6qiaWNkE9a7KWm83DKD2EspE_""> </a> From Libya to Texas, nearly 71 million people were displaced around the world in 2018",0,India Today
,,
" US dollar rises against most major currencies   <a href=""https://www.indiatoday.in/world/story/us-dollar-rises-against-most-major-currencies-1563254-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download_5-647x363.jpeg?luf.r96XiUSiIf2GNDav8qYwt_BAU6jn""> </a> US dollar rises against most major currencies",0,India Today
,,
" US corporate sector welcomes 2019 Budget, says it will attract FDIs   <a href=""https://www.indiatoday.in/budget-2019/story/us-corporate-sector-welcomes-2019-budget-says-it-will-attract-fdis-1563253-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/dreamstimemedium_103083268_0-647x363.jpeg?JV8ajEjguJYQFaUjD1Umov6BI.XCw2ww""> </a> US corporate sector welcomes 2019 Budget, says it will attract FDIs",0,India Today
,,
" 6.9 magntitude earthquake hits California even as towns survey damage amid 1700 aftershocks   <a href=""https://www.indiatoday.in/world/story/california-towns-survey-quake-damage-amid-more-aftershocks-1563246-2019-07-06""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/800-647x363.jpeg?DdOM_obMBAowWjv.eHosxP3DD0s3KPy.""> </a> 6.9 magntitude earthquake hits California even as towns survey damage amid 1700 aftershocks",0,India Today
,,
" Calls for boycott of Japan grow in South Korea as labour row simmers   <a href=""https://www.indiatoday.in/world/story/japan-south-korea-labour-1562524-2019-07-05""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/japan_workers-647x363.png?hoh.ditFQCFTvK.Mp9lwWyRc_f_qAEtU""> </a> Calls for boycott of Japan grow in South Korea as labour row simmers",0,India Today
,,
" More than 80 migrants feared drowned off Tunisia coast   <a href=""https://www.indiatoday.in/world/story/migrants-feared-drowned-off-tunisia-coast-1562460-2019-07-05""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/migrants-647x363.png?VZ7epd32eIWXGywYhdzWGRB92LjWvUMN""> </a> More than 80 migrants feared drowned off Tunisia coast",0,India Today
,,
" Donald Trump hails US military in Independence Day speech   <a href=""https://www.indiatoday.in/world/story/donald-trump-hails-us-military-in-independence-day-speech-1562404-2019-07-05""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-05T014353Z_41458599_RC-647x363.png?P5XRa3_fWUFAAHt7fL4GuH.XoGTlu1z_""> </a> Donald Trump hails US military in Independence Day speech",0,India Today
,,
" Indian-origin banker gets 13 years in jail for forgery, cheating in Singapore   <a href=""https://www.indiatoday.in/world/story/indian-origin-banker-gets-13-years-in-jail-for-forgery-cheating-in-singapore-1562396-2019-07-05""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/gavel-647x363.jpeg?.GGDoHOLl0muqVw2JFfN5aPAdTneOZuo""> </a> Indian-origin banker gets 13 years in jail for forgery, cheating in Singapore",0,India Today
,,
" Strongest earthquake in 20 years rattles Southern California on July 4th   <a href=""https://www.indiatoday.in/world/story/strongest-earthquake-in-20-years-rattles-southern-california-on-july-4th-1562391-2019-07-05""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19185734034162-647x363.jpeg?Z.Mhc_Gx1n9iBH376Dou5KGWDs5D9YBc""> </a> Strongest earthquake in 20 years rattles Southern California on July 4th",0,India Today
,,
" Strong quake shakes Southern California, no immediate reports of damage   <a href=""https://www.indiatoday.in/world/story/strong-quake-shakes-southern-california-no-immediate-reports-of-damage-1562356-2019-07-05""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/EARTHQUAKE_0-647x363.png?kywDdjfZDQyc1zkixq52pHtZ0aIPzNMG""> </a> Strong quake shakes Southern California, no immediate reports of damage",0,India Today
,,
" Tibetan issue no longer struggle for political independence: Dalai Lama    <a href=""https://www.indiatoday.in/world/story/tibetan-issue-no-longer-struggle-for-political-independence-dalai-lama-1562180-2019-07-04""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/dalailama-647x363.png?ieCnyyyJMopnT8F2hk20L0YzeQdJNhhr""> </a> Tibetan issue no longer struggle for political independence: Dalai Lama ",0,India Today
,,
" Pakistan PM Imran Khan to meet Donald Trump on July 22   <a href=""https://www.indiatoday.in/world/story/pakistan-pm-imran-khan-to-meet-donald-trump-on-july-22-1562023-2019-07-04""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump-647x363.png?S31R78xE93smdI7gdK88C.lyNaHqxz20""> </a> Pakistan PM Imran Khan to meet Donald Trump on July 22",0,India Today
,,
" Bangladesh PM Sheikh Hasina holds talks with her Chinese counterpart, signs nine agreements   <a href=""https://www.indiatoday.in/world/story/pm-sheikh-hasina-li-keqiang-1562006-2019-07-04""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/SheikhHasina-647x363.png?ggueTKQMPeAv8Cfs2.idF40rMwz6G350""> </a> Bangladesh PM Sheikh Hasina holds talks with her Chinese counterpart, signs nine agreements",0,India Today
,,
" Hafiz Saeed, his aides to be arrested very soon: Police   <a href=""https://www.indiatoday.in/world/story/hafiz-saeed-his-aides-to-be-arrested-very-soon-police-1561967-2019-07-04""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/saeed_1-647x363.png?lIZX0.zu4AZo..1.ajV.GVyE8QPADYPi""> </a> Hafiz Saeed, his aides to be arrested very soon: Police",0,India Today
,,
" Irish woman who abused, spat at Air India crew found dead in England   <a href=""https://www.indiatoday.in/world/story/irish-woman-simone-burns-air-india-rant-video-dead-england-1561787-2019-07-04""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/irish_woman_air_india_rant_dea-647x363.jpeg?is6YVch0H7GdVIaQ.QkUOkISM2UdRigq""> </a> Irish woman who abused, spat at Air India crew found dead in England",0,India Today
,,
" Frustration of surviving pricey Hong Kong stirs protest anger   <a href=""https://www.indiatoday.in/world/story/frustration-surviving-hong-kong-stirs-protest-anger-1561655-2019-07-04""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/hk1-647x363.png?Au8MECxXjxO00z07_tmlrghEyNDGQLQE""> </a> Frustration of surviving pricey Hong Kong stirs protest anger",0,India Today
,,
" Trump administration loses bid to lift bar on funds for border wall   <a href=""https://www.indiatoday.in/world/story/trump-administration-loses-bid-lift-bar-funds-border-wall-1561638-2019-07-04""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/TRUMP-647x363.png?v9fjOV.1U3OSIoMDBnj0eznrxlu6b_C5""> </a> Trump administration loses bid to lift bar on funds for border wall",0,India Today
,,
" Chinese state media blames Western ideologues for Hong Kong protests   <a href=""https://www.indiatoday.in/world/story/chinese-media-blames-western-ideologues-hong-kong-protests-1561625-2019-07-04""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/hk-647x363.png?m5coUoJEMaFp.p_JkYMjborWWUuLQgNh""> </a> Chinese state media blames Western ideologues for Hong Kong protests",0,India Today
